prompt_id,rank,reward
gsm0,0,1.597880
gsm0,1,-4.570767
gsm0,2,17.125004
gsm0,3,-27.750000
gsm0,4,-0.276262
gsm0,5,2.439878
gsm0,6,3.414599
gsm0,7,-18.374609
gsm0,8,2.672349
gsm0,9,7.760156
gsm0,10,-23.375000
gsm0,11,1.652256
gsm0,12,-5.961758
gsm0,13,-6.944225
gsm0,14,-0.800111
gsm0,15,7.261361
gsm0,16,3.318567
gsm0,17,0.081475
gsm0,18,-0.567093
gsm0,19,-2.826070
gsm0,20,16.504513
gsm0,21,-6.787708
gsm0,22,-4.660702
gsm0,23,12.483445
gsm0,24,-1.249970
gsm0,25,-11.362633
gsm0,26,-1.757431
gsm0,27,-20.875000
gsm0,28,4.466244
gsm0,29,9.712093
gsm0,30,-0.566133
gsm0,31,-1.237708
gsm0,32,7.210992
gsm0,33,-30.250000
gsm0,34,-10.316271
gsm0,35,5.932898
gsm0,36,-0.615391
gsm0,37,11.113002
gsm0,38,-0.673391
gsm0,39,-24.812382
gsm0,40,1.852478
gsm0,41,-0.638424
gsm0,42,6.832110
gsm0,43,0.488131
gsm0,44,2.125691
gsm0,45,-5.643875
gsm0,46,-1.381253
gsm0,47,5.625929
gsm0,48,10.206888
gsm0,49,18.878460
gsm0,50,6.282870
gsm0,51,-0.766403
gsm0,52,16.571718
gsm0,53,-28.125000
gsm0,54,16.875111
gsm0,55,-18.124275
gsm0,56,-0.749999
gsm0,57,19.510197
gsm0,58,-1.766007
gsm0,59,-5.011469
gsm0,60,3.381799
gsm0,61,-1.669321
gsm0,62,10.472392
gsm0,63,-7.124032
gsm1,0,-0.750681
gsm1,1,0.500694
gsm1,2,1.752004
gsm1,3,14.690713
gsm1,4,5.341009
gsm1,5,0.110378
gsm1,6,9.524412
gsm1,7,8.958406
gsm1,8,13.292975
gsm1,9,-1.631195
gsm1,10,1.845167
gsm1,11,3.250626
gsm1,12,1.328579
gsm1,13,13.221886
gsm1,14,-1.434417
gsm1,15,-30.750000
gsm1,16,12.560931
gsm1,17,8.875028
gsm1,18,0.976374
gsm1,19,2.291451
gsm1,20,15.122434
gsm1,21,-0.751531
gsm1,22,2.352612
gsm1,23,8.811644
gsm1,24,1.152445
gsm1,25,1.987374
gsm1,26,2.026954
gsm1,27,-5.138162
gsm1,28,2.583910
gsm1,29,-6.600006
gsm1,30,-25.500000
gsm1,31,10.375331
gsm1,32,2.985653
gsm1,33,-6.008949
gsm1,34,2.199041
gsm1,35,-28.750000
gsm1,36,1.275517
gsm1,37,-13.749224
gsm1,38,-18.998318
gsm1,39,1.620350
gsm1,40,-14.746235
gsm1,41,-0.955868
gsm1,42,13.562201
gsm1,43,5.585816
gsm1,44,2.382697
gsm1,45,9.912849
gsm1,46,2.559277
gsm1,47,-1.009642
gsm1,48,-34.250000
gsm1,49,-24.967342
gsm1,50,-1.690336
gsm1,51,1.121296
gsm1,52,-0.382331
gsm1,53,-17.272032
gsm1,54,-17.561577
gsm1,55,-2.750671
gsm1,56,-2.921475
gsm1,57,-8.224723
gsm1,58,9.204259
gsm1,59,4.750009
gsm1,60,4.016012
gsm1,61,-3.729214
gsm1,62,-0.231995
gsm1,63,4.299724
gsm2,0,-0.717535
gsm2,1,-1.074590
gsm2,2,0.085501
