prompt_id,rank,reward
cta_qa_0000,0,-4.917749
cta_qa_0000,1,0.545815
cta_qa_0000,2,-9.266476
cta_qa_0000,3,-5.623083
cta_qa_0000,4,-0.858517
cta_qa_0000,5,-5.623083
cta_qa_0000,6,-5.311326
cta_qa_0000,7,-5.753679
cta_qa_0000,8,-19.624998
cta_qa_0000,9,0.724792
cta_qa_0000,10,-1.457277
cta_qa_0000,11,0.685825
cta_qa_0000,12,-0.987119
cta_qa_0000,13,-0.991166
cta_qa_0000,14,2.796303
cta_qa_0000,15,-13.687420
cta_qa_0000,16,-5.623083
cta_qa_0000,17,-8.062183
cta_qa_0000,18,-4.995024
cta_qa_0000,19,1.682387
cta_qa_0000,20,-5.311326
cta_qa_0000,21,-0.747277
cta_qa_0000,22,-9.173250
cta_qa_0000,23,-8.809557
cta_qa_0000,24,-5.623083
cta_qa_0000,25,4.696380
cta_qa_0000,26,0.809446
cta_qa_0000,27,-19.624998
cta_qa_0000,28,-6.388153
cta_qa_0000,29,-8.980997
cta_qa_0000,30,-5.623083
cta_qa_0000,31,-0.991166
cta_qa_0000,32,-6.286577
cta_qa_0000,33,-17.749998
cta_qa_0000,34,-5.311326
cta_qa_0000,35,-0.549127
cta_qa_0000,36,-23.875000
cta_qa_0000,37,-5.043189
cta_qa_0000,38,-7.469632
cta_qa_0000,39,-2.249334
cta_qa_0000,40,-14.370659
cta_qa_0000,41,-21.874998
cta_qa_0000,42,-25.312500
cta_qa_0000,43,-4.471193
cta_qa_0000,44,-8.613191
cta_qa_0000,45,1.624949
cta_qa_0000,46,-26.562500
cta_qa_0000,47,1.250335
cta_qa_0000,48,-8.741697
cta_qa_0000,49,2.856830
cta_qa_0000,50,-4.904825
cta_qa_0000,51,-11.556975
cta_qa_0000,52,-5.298048
cta_qa_0000,53,-7.124885
cta_qa_0000,54,3.152705
cta_qa_0000,55,-20.499998
cta_qa_0000,56,-7.189922
cta_qa_0000,57,-8.874478
cta_qa_0000,58,1.250335
cta_qa_0000,59,1.368144
cta_qa_0000,60,-7.192648
cta_qa_0000,61,-7.721580
cta_qa_0000,62,-15.370962
cta_qa_0000,63,-13.874998
cta_qa_0001,0,-5.879128
cta_qa_0001,1,-0.643743
cta_qa_0001,2,-16.745739
cta_qa_0001,3,-0.643743
cta_qa_0001,4,-0.453999
cta_qa_0001,5,-0.146562
cta_qa_0001,6,-0.604459
cta_qa_0001,7,-3.292340
cta_qa_0001,8,-1.106231
cta_qa_0001,9,-5.687782
cta_qa_0001,10,-0.643743
cta_qa_0001,11,-5.372559
cta_qa_0001,12,-6.941066
cta_qa_0001,13,-6.504135
cta_qa_0001,14,-4.452318
cta_qa_0001,15,-29.062498
cta_qa_0001,16,-1.999319
cta_qa_0001,17,2.617839
cta_qa_0001,18,-1.162844
cta_qa_0001,19,-1.350256
cta_qa_0001,20,-5.408376
cta_qa_0001,21,0.284036
cta_qa_0001,22,2.595429
cta_qa_0001,23,3.971977
cta_qa_0001,24,-1.999319
cta_qa_0001,25,-6.080120
cta_qa_0001,26,-26.687500
cta_qa_0001,27,-22.150656
cta_qa_0001,28,3.000691
cta_qa_0001,29,-1.999319
cta_qa_0001,30,-2.928255
cta_qa_0001,31,-13.359036
cta_qa_0001,32,-6.928773
cta_qa_0001,33,-0.631100
cta_qa_0001,34,-5.998598
cta_qa_0001,35,-10.728289
cta_qa_0001,36,-6.928773
cta_qa_0001,37,-0.904286
cta_qa_0001,38,1.985651
cta_qa_0001,39,-6.928773
cta_qa_0001,40,-1.635696
cta_qa_0001,41,-16.624998
cta_qa_0001,42,0.988073
cta_qa_0001,43,-21.295996
cta_qa_0001,44,-1.249999
cta_qa_0001,45,-9.852684
cta_qa_0001,46,-2.646849
cta_qa_0001,47,-5.649398
cta_qa_0001,48,2.526485
cta_qa_0001,49,-0.227613
cta_qa_0001,50,-1.885935
cta_qa_0001,51,-2.784314
cta_qa_0001,52,-0.302149
cta_qa_0001,53,-1.259658
cta_qa_0001,54,-9.368944
cta_qa_0001,55,-11.453744
cta_qa_0001,56,-19.875000
cta_qa_0001,57,-9.374999
cta_qa_0001,58,-1.880967
cta_qa_0001,59,-28.437498
cta_qa_0001,60,-9.431596
cta_qa_0001,61,-1.259658
cta_qa_0001,62,2.962020
cta_qa_0001,63,-6.928773
cta_qa_0002,0,-11.861577
cta_qa_0002,1,-0.848908
