prompt_id,rank,reward
gsm0,0,0.320965
gsm0,1,0.887200
gsm0,2,1.247925
gsm0,3,-2.749972
gsm0,4,-2.459157
gsm0,5,-0.668108
gsm0,6,-3.343906
gsm0,7,-0.786613
gsm0,8,0.956688
gsm0,9,-1.266742
gsm0,10,-1.249971
gsm0,11,2.455175
gsm0,12,1.302523
gsm0,13,2.744878
gsm0,14,-0.701593
gsm0,15,1.623183
gsm0,16,1.880955
gsm0,17,2.225581
gsm0,18,2.000033
gsm0,19,-0.870008
gsm0,20,-0.840478
gsm0,21,-0.009408
gsm0,22,1.718075
gsm0,23,2.494752
gsm0,24,-1.791207
gsm0,25,-2.771809
gsm0,26,1.382719
gsm0,27,-0.624979
gsm0,28,0.536689
gsm0,29,-0.655342
gsm0,30,-1.793584
gsm0,31,1.396678
gsm0,32,-0.999875
gsm0,33,-1.874966
gsm0,34,0.586280
gsm0,35,1.503411
gsm0,36,1.253014
gsm0,37,-0.813829
gsm0,38,-1.739223
gsm0,39,1.997928
gsm0,40,-0.051483
gsm0,41,-0.092535
gsm0,42,0.090135
gsm0,43,-0.247266
gsm0,44,-2.901245
gsm0,45,0.524246
gsm0,46,0.284465
gsm0,47,-0.052402
gsm0,48,1.772053
gsm0,49,2.382306
gsm0,50,1.667298
gsm0,51,0.369022
gsm0,52,2.726630
gsm0,53,-3.874975
gsm0,54,-1.558500
gsm0,55,1.158901
gsm0,56,1.548213
gsm0,57,2.621842
gsm0,58,-0.347079
gsm0,59,-1.161616
gsm0,60,-1.766400
gsm0,61,-0.236175
gsm0,62,3.312128
gsm0,63,-3.811937
gsm1,0,1.380845
gsm1,1,-0.946053
gsm1,2,-0.805117
gsm1,3,2.389076
gsm1,4,2.431772
gsm1,5,1.110286
gsm1,6,1.318932
gsm1,7,1.509136
gsm1,8,-3.548558
gsm1,9,0.160233
gsm1,10,1.922994
gsm1,11,2.029097
gsm1,12,-0.311548
gsm1,13,1.323925
gsm1,14,1.362674
gsm1,15,-2.624973
gsm1,16,1.310690
gsm1,17,0.926580
gsm1,18,1.549865
gsm1,19,-2.404347
gsm1,20,0.743029
gsm1,21,1.685802
gsm1,22,0.079612
gsm1,23,-0.630241
gsm1,24,-0.059399
gsm1,25,0.126670
gsm1,26,-4.498712
gsm1,27,-1.333847
gsm1,28,0.293342
gsm1,29,-1.650737
gsm1,30,-2.249976
gsm1,31,1.657517
gsm1,32,0.038621
gsm1,33,-2.187141
gsm1,34,2.796361
gsm1,35,-2.499963
gsm1,36,-1.797472
gsm1,37,2.419633
gsm1,38,2.509638
gsm1,39,2.125671
gsm1,40,-1.652900
gsm1,41,0.652965
gsm1,42,0.951973
gsm1,43,2.165669
gsm1,44,0.765412
gsm1,45,0.543509
gsm1,46,-0.175274
gsm1,47,0.343153
gsm1,48,-2.999976
gsm1,49,0.790545
gsm1,50,1.667302
gsm1,51,0.321725
gsm1,52,1.840919
gsm1,53,-2.747319
gsm1,54,-0.205906
gsm1,55,3.430199
gsm1,56,0.882389
gsm1,57,0.188779
gsm1,58,0.582900
gsm1,59,-0.772246
gsm1,60,-0.673762
gsm1,61,0.641809
gsm1,62,-1.495293
gsm1,63,-0.539259
gsm2,0,2.273130
gsm2,1,3.952809
gsm2,2,1.721600
gsm2,3,-0.726326
gsm2,4,0.702557
gsm2,5,-2.374975
gsm2,6,-2.641661
gsm2,7,3.774557
gsm2,8,1.789188
gsm2,9,1.033382
gsm2,10,0.666826
gsm2,11,-0.936409
gsm2,12,1.276389
gsm2,13,3.567388
gsm2,14,1.261873
gsm2,15,-1.726263
gsm2,16,-0.275385
gsm2,17,-1.375025
gsm2,18,-0.788889
gsm2,19,-0.056691
gsm2,20,1.323191
gsm2,21,-1.054949
gsm2,22,1.129404
gsm2,23,-3.093307
gsm2,24,-3.304905
gsm2,25,0.003542
gsm2,26,-0.347455
gsm2,27,0.522818
gsm2,28,0.512541
gsm2,29,-1.499975
gsm2,30,-1.164970
gsm2,31,0.506981
gsm2,32,1.300162
gsm2,33,0.754682
gsm2,34,-0.986262
gsm2,35,3.328534
gsm2,36,2.022094
gsm2,37,0.127893
gsm2,38,-2.349129
gsm2,39,-0.629299
gsm2,40,1.313904
gsm2,41,0.662777
gsm2,42,-0.167565
gsm2,43,-3.249984
gsm2,44,1.828871
gsm2,45,-1.964767
gsm2,46,-0.688809
gsm2,47,2.090991
gsm2,48,1.253233
gsm2,49,-3.348821
gsm2,50,-2.186603
gsm2,51,-0.061709
gsm2,52,-0.490286
gsm2,53,0.485998
gsm2,54,-1.565695
