arm,prompt_id,first,second,text_sha
sel_n64,1nzes2,B,B,f8d8b640ffb8
sel_n64,2786lw,B,Tie,3a4e3dcc9581
sel_n64,2ov45h,B,Tie,0aa0a70f7a09
sel_n64,49u4dh,B,Tie,2ed6feebcbf2
sel_n64,4iorz7,B,Tie,dd9d233642a6
sel_n64,4xzr87,A,A,6e79fec70e83
sel_n64,53rqr9,B,B,08020703481e
sel_n64,5apkek,A,B,fb5358e2c1b6
sel_n64,5e6rcz,B,Tie,74d59c08d962
sel_n64,5ec7q2,A,Tie,de79e662559b
sel_n64,5f5p86,B,B,473ae42529eb
sel_n64,5fqwjc,Tie,Tie,89b44a8ebe6f
sel_n64,5g58dz,A,B,9598caeb27fb
sel_n64,5gq4jc,A,Tie,0cc1c61547df
sel_n64,5j7ypk,Tie,B,89099c1f5b76
sel_n64,5je6l4,Tie,Tie,8cac1c113dc8
sel_n64,5nc21f,B,A,45b33b8b3547
sel_n64,5nzsq6,B,A,6776ffdca82b
sel_n64,5ozqb9,Tie,B,41e0f251ebea
sel_n64,5qf97d,A,A,113a2ff34245
sel_n64,5qwzjo,B,B,bb39c6b581fa
sel_n64,5r104c,A,Tie,5466b229201c
sel_n64,5te65i,B,Tie,e426c90ed56e
sel_n64,5umucz,B,A,0d9cb7157999
sel_n64,5w4x14,A,B,1bcbd463ed46
sel_n64,609k0n,A,B,836644dbf6f6
sel_n64,625es0,A,B,96928b7aa386
sel_n64,63dn97,A,B,4eb4471e8b60
sel_n64,63ku7q,B,A,8603089660f4
sel_n64,64c0w6,A,B,20ae3a2024e0
sel_n64,65458n,Tie,B,01ea7104804a
sel_n64,66uo64,A,Tie,991c1939281c
sel_n64,68f5c5,B,Tie,da39a3ee5e6b
sel_n64,68ykga,B,B,c5eac493f686
sel_n64,69dzba,B,A,444356f21fec
sel_n64,6d1iqq,B,B,cf33f48ccca4
sel_n64,6eytds,A,B,23648f14f8d2
sel_n64,6gl289,B,B,6bffe0b726d4
sel_n64,6hoxmq,A,B,870f7d210968
sel_n64,6imc4i,Tie,B,361f2a84c2ba
sel_n64,6isay3,A,A,811809bf254f
sel_n64,6ixx9u,B,B,da39a3ee5e6b
sel_n64,6k8gdu,A,B,9440a14bd29c
sel_n64,6l6v6l,B,Tie,ddb1fdcc8c2c
sel_n64,6m7z8a,A,A,c59b11db2b3a
sel_n64,6mztko,A,A,92156113867c
sel_n64,6o18uh,B,Tie,837c024c4ad0
sel_n64,6o679d,A,A,5116e74e4314
sel_n64,6ohgxv,B,A,da39a3ee5e6b
sel_n64,6szrbs,A,A,6450c6fc6bd5
sel_n64,6tsiyd,B,A,c8f0d77b4424
sel_n64,6wgtsx,B,B,735a97bd6997
sel_n64,6wxzhc,A,A,da39a3ee5e6b
sel_n64,6xisxt,B,B,bfe9faf58eb7
sel_n64,6xngfe,A,B,be3e34f80541
sel_n64,6xsruw,B,B,19c1dbf884dd
sel_n64,71p51h,B,B,da39a3ee5e6b
sel_n64,72l2aj,A,B,4d90749e0891
sel_n64,74ih3z,B,A,0d89038912d2
sel_n64,765fhd,A,A,6a4e78082785
sel_n64,76b9gc,Tie,B,81e5465a2dd4
sel_n64,77dd17,A,A,db9e01a60763
sel_n64,796161,B,B,7bb0763094f1
sel_n64,7adktz,B,Tie,8c4b5edbe318
sel_n64,7bowjq,A,B,623b41a75e28
sel_n64,7d0x9k,B,A,05a234888d4d
sel_n64,7dcwik,Tie,B,d37aa4e11b9c
sel_n64,7e3im5,B,B,44dc38487ac6
sel_n64,7en7vl,B,Tie,85d601c4684b
sel_n64,7ezd5t,A,A,94321adfd0ae
sel_n64,7gjj2w,B,Tie,9eaf77f994bd
sel_n64,7h9f8e,Tie,B,61fa0355b84a
sel_n64,7iltd1,A,Tie,837d572a5528
sel_n64,7iubwq,A,A,5bcde8aec45e
sel_n64,7jfvx7,A,B,1da30a33e832
sel_n64,7jqj29,B,Tie,da39a3ee5e6b
sel_n64,7l7e1m,B,B,66fd781ecd86
sel_n64,7ld0jk,A,A,ea03bead1191
sel_n64,7lzk5g,Tie,B,ac67e0586d08
sel_n64,7q0acw,A,B,686e6ef2d9d3
sel_n64,7rb6uj,A,Tie,b8c41350387f
sel_n64,7rie85,B,Tie,7b41951aebe0
sel_n64,7rpy8m,A,B,841381d35919
sel_n64,7svmp5,B,Tie,2b121784608a
sel_n64,7tge90,B,A,feda3625c6c5
sel_n64,7u04a5,B,Tie,98015426f06c
sel_n64,7uezw8,A,A,cc496ebf65ac
sel_n64,7v8ind,Tie,A,5ade0cc19802
sel_n64,80sf6g,A,Tie,227110a58ab1
sel_n64,83mehz,B,A,eea639617f07
sel_n64,849wc3,B,B,9a87e6ec04f4
sel_n64,87ak6w,A,B,8ed0ad0b8be1
sel_n64,87tx3g,B,A,de2e14620b4a
sel_n64,8a18sf,A,B,a01dfec850cd
sel_n64,8aec6t,B,Tie,87189d810a54
sel_n64,8fk0hr,A,Tie,cf64763fd93a
sel_n64,8gfhh9,B,B,31e581f071a2
sel_n64,8gs4wp,A,B,e584990e83d9
sel_n64,8k4am7,A,Tie,f11c765ac170
sel_n64,8myeno,B,B,966e01758c8f
sel_n64,8o89ko,Tie,A,8961c2c91687
sel_n64,8p3ora,Tie,Tie,7732f9e9c5e7
sel_n64,8pr271,B,Tie,1b4859f47b38
sel_n64,8tmkfc,A,Tie,fc947983ed2e
sel_n64,8vr4k2,Tie,A,bfc651744121
sel_n64,8vyqdq,B,A,6df3cad4c9ce
sel_n64,8x0xa7,B,B,aa5ee81e7295
sel_n64,8x86s0,B,B,9a0e4b98ceea
sel_n64,8y8wrr,B,B,b2b455a16850
sel_n64,8z1sq1,B,B,caa858981347
sel_n64,9470fc,B,Tie,f6a907f80921
sel_n64,96myl6,B,A,e0147ab3a3ef
sel_n64,96xnw9,Tie,B,3902169dd790
sel_n64,99kk88,Tie,B,655227f3a78e
sel_n64,9edjv0,A,Tie,c2e268981028
sel_n64,9f7www,B,Tie,57f5ed8ace72
sel_n64,9g2cbq,Tie,B,5db2f8b0cc7f
sel_n64,9ki47u,A,A,2d7dfcea13f8
sel_n64,9l0dam,A,B,fda1fc1b8273
sel_n64,9neuk8,B,A,72f90d6fb06a
sel_n64,9qn4tw,B,B,43aa0b6b93d8
sel_n64,a318ye,B,B,f41f186ecfb5
sel_n64,a3pdwk,B,Tie,e9c71aefa1b3
sel_n64,acjzv0,B,Tie,da39a3ee5e6b
sel_n64,afc9c4,A,Tie,d0ac182e74fe
sel_n64,aowr4t,A,A,9ef87d410e99
sel_n64,ar7nm2,A,B,d4e3f51c40a3
sel_n64,auig0m,B,Tie,da39a3ee5e6b
sel_n64,b4yx63,A,A,49c94e3b8154
sel_n64,b87jl7,B,B,4b43429d6be3
sel_n64,b9uzz1,A,A,4a431b92a3d0
