decoder,constraint,k,prompt_class,n,active_step_pct,forced_anchor_step_pct,distinct3,max_rep_5gram,n_judged,win_pct,tie_pct,loss_pct,judge_picked_first_pct,retention_pct,judge
pathwise,pathwise,20.0,neutral,600,0.003,0.0,0.98,0.0084,200,45.5,17.0,37.5,45.2,62.5,Qwen/Qwen2.5-7B-Instruct
renyi a=1,renyi:1.0,3.0,creative,45,0.256,0.365,0.9018,0.0959,45,37.8,20.0,42.2,36.1,57.8,Qwen/Qwen2.5-7B-Instruct
renyi a=1,renyi:1.0,3.0,factual,45,0.456,0.456,0.9883,0.008,45,26.7,4.4,68.9,30.2,31.1,Qwen/Qwen2.5-7B-Instruct
renyi a=1,renyi:1.0,3.0,neutral,60,0.41,0.277,0.9277,0.0735,60,38.3,10.0,51.7,35.2,48.3,Qwen/Qwen2.5-7B-Instruct
renyi a=2,renyi:2,3.0,creative,45,2.022,0.365,0.9081,0.0953,45,37.8,13.3,48.9,43.6,51.1,Qwen/Qwen2.5-7B-Instruct
renyi a=2,renyi:2,3.0,factual,45,2.522,0.456,0.9908,0.0075,45,24.4,8.9,66.7,41.5,33.3,Qwen/Qwen2.5-7B-Instruct
renyi a=2,renyi:2,3.0,neutral,60,2.852,0.291,0.9079,0.0908,60,35.0,6.7,58.3,48.2,41.7,Qwen/Qwen2.5-7B-Instruct
renyi a=4,renyi:4,3.0,creative,45,87.418,0.567,0.8972,0.1018,45,40.0,13.3,46.7,46.2,53.3,Qwen/Qwen2.5-7B-Instruct
renyi a=4,renyi:4,3.0,factual,45,87.875,0.485,0.987,0.0084,45,28.9,4.4,66.7,30.2,33.3,Qwen/Qwen2.5-7B-Instruct
renyi a=4,renyi:4,3.0,neutral,60,94.026,0.324,0.8852,0.107,60,36.7,8.3,55.0,32.7,45.0,Qwen/Qwen2.5-7B-Instruct
renyi a=8,renyi:8,3.0,creative,45,99.374,0.588,0.8794,0.123,45,33.3,8.9,57.8,34.1,42.2,Qwen/Qwen2.5-7B-Instruct
renyi a=8,renyi:8,3.0,factual,45,99.382,0.492,0.9842,0.0086,45,24.4,8.9,66.7,48.8,33.3,Qwen/Qwen2.5-7B-Instruct
renyi a=8,renyi:8,3.0,neutral,60,99.576,0.358,0.8728,0.1234,60,31.7,5.0,63.3,36.8,36.7,Qwen/Qwen2.5-7B-Instruct
risky only,kl,-1.0,creative,450,0.0,0.0,0.9887,0.0074,0,,,,,,Qwen/Qwen2.5-7B-Instruct
risky only,kl,-1.0,factual,450,0.0,0.0,0.9827,0.0085,0,,,,,,Qwen/Qwen2.5-7B-Instruct
risky only,kl,-1.0,neutral,600,0.0,0.0,0.9845,0.0082,0,,,,,,Qwen/Qwen2.5-7B-Instruct
risky only (null),kl,-1.0,creative,150,0.0,0.0,0.9887,0.0074,150,45.3,12.0,42.7,47.7,57.3,Qwen/Qwen2.5-7B-Instruct
risky only (null),kl,-1.0,factual,150,0.0,0.0,0.9827,0.0085,150,42.0,5.3,52.7,37.3,47.3,Qwen/Qwen2.5-7B-Instruct
risky only (null),kl,-1.0,neutral,200,0.0,0.0,0.9845,0.0082,200,43.5,12.0,44.5,40.9,55.5,Qwen/Qwen2.5-7B-Instruct
